Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
6887,91.57,8.6,59.2,Equal Weight,Female,Private,Eastern Anatolia,Library,History,ITU (State),Doctor,10,54.9,361.764,356.998
6888,60.82,3.5,23.0,Numerical,Male,Private,Eastern Anatolia,Home,Physics,Bilkent University (Foundation),Engineer,5,36.5,273.436,302.606
6889,81.05,5.9,40.0,Equal Weight,Female,Public,Marmara,Home,Mathematics,Sabanci University (Foundation),Lawyer,7,48.6,327.735,336.207
6890,51.78,2.6,11.3,Verbal,Male,Public,Marmara,Home,Geography,Bogazici University (State),Social Worker,2,31.1,237.801,297.58
6891,71.33,7.3,50.7,Foreign Language,Female,Private,Mediterranean,Home,Mathematics,Foundation University,Teacher,11,42.8,308.293,318.401
6892,58.88,4.9,28.1,Verbal,Male,Public,Central Anatolia,Cram School,Geography,State University,Social Worker,11,35.3,262.801,278.915
6893,75.58,6.0,28.3,Verbal,Female,Public,Central Anatolia,Home,History,State University,Journalist,8,45.3,303.592,312.223
6894,78.63,6.8,32.2,Numerical,Female,Private,Eastern Anatolia,Mixed,Mathematics,State University,Physicist,9,47.2,329.365,365.285
6895,95.67,7.3,42.3,Numerical,Female,Private,Marmara,Cram School,Physics,Ankara University (State),Physicist,10,57.4,343.671,398.666
6896,57.11,4.9,23.0,Verbal,Male,Public,Central Anatolia,Home,Geography,Foundation University,Social Worker,10,34.3,261.465,259.671
6897,68.03,6.9,33.9,Verbal,Female,Public,Marmara,Mixed,Literature,Foundation University,Teacher,4,40.8,282.434,347.96
6898,68.71,3.9,27.0,Equal Weight,Female,Public,Aegean,Mixed,Biology,State University,Psychologist,3,41.2,300.666,306.295
6899,56.95,4.3,23.8,Foreign Language,Male,Private,Central Anatolia,Home,English,Ankara University (State),Teacher,6,34.2,285.973,282.476
6900,61.52,3.5,19.1,Foreign Language,Male,Public,Mediterranean,Mixed,German,Foundation University,Translator,3,36.9,278.177,294.563
6901,60.76,5.0,34.8,Numerical,Male,Public,Marmara,Mixed,Mathematics,State University,Engineer,7,36.5,267.344,315.682
6902,78.27,5.9,35.2,Numerical,Male,Private,Southeastern Anatolia,Home,Chemistry,Bogazici University (State),Data Analyst,7,47.0,315.759,351.537
6903,78.89,8.2,55.8,Verbal,Female,Public,Aegean,Home,Mathematics,Foundation University,Teacher,4,47.3,330.683,348.171
6904,76.27,6.9,33.8,Foreign Language,Female,Public,Black Sea,Mixed,French,Sabanci University (Foundation),Teacher,5,45.8,313.989,338.005
6905,58.97,5.4,26.0,Equal Weight,Female,Public,Marmara,Mixed,History,Foundation University,Engineer,2,35.4,278.42,268.867
6906,72.88,5.1,28.7,Equal Weight,Female,Private,Eastern Anatolia,Home,History,METU (State),Software Developer,1,43.7,322.43,305.022
6907,95.32,5.6,37.7,Equal Weight,Female,Public,Mediterranean,Library,History,Bilkent University (Foundation),Software Developer,2,57.2,356.314,386.546
6908,52.51,3.6,24.2,Numerical,Female,Private,Southeastern Anatolia,Mixed,Mathematics,State University,Data Analyst,1,31.5,260.484,327.156
6909,95.9,7.2,49.0,Foreign Language,Female,Private,Marmara,Library,English,State University,Writer,4,57.5,364.316,425.658
6910,69.46,4.4,29.9,Numerical,Female,Public,Marmara,Home,Biology,Bogazici University (State),Engineer,4,41.7,297.19,310.169
6911,77.43,5.6,33.2,Equal Weight,Male,Private,Central Anatolia,Home,Mathematics,Foundation University,Software Developer,4,46.5,312.895,354.619
6912,76.13,4.3,29.9,Verbal,Male,Private,Marmara,Home,Literature,Hacettepe University (State),Lawyer,4,45.7,333.735,369.554
6913,61.18,5.8,28.0,Foreign Language,Female,Public,Central Anatolia,Mixed,German,Foundation University,Teacher,4,36.7,274.597,316.056
6914,87.06,6.2,35.3,Equal Weight,Female,Private,Aegean,Home,Mathematics,Bogazici University (State),Physicist,7,52.2,342.104,326.163
6915,77.53,4.9,23.7,Verbal,Female,Public,Mediterranean,Home,Geography,METU (State),Lawyer,6,46.5,328.593,340.781
6916,60.49,3.1,20.3,Numerical,Female,Public,Marmara,Mixed,Literature,State University,Data Analyst,10,36.3,240.936,248.259
6917,50.09,2.9,18.6,Equal Weight,Female,Public,Marmara,Library,Biology,Foundation University,Psychologist,9,30.1,240.769,220.712
6918,85.92,8.5,49.4,Foreign Language,Female,Public,Aegean,Cram School,French,Hacettepe University (State),Teacher,5,51.6,360.897,380.81
6919,82.41,7.8,37.8,Equal Weight,Female,Private,Aegean,Home,History,State University,Social Worker,2,49.4,352.024,357.33
6920,74.83,4.1,26.9,Numerical,Female,Public,Central Anatolia,Mixed,Biology,State University,Engineer,5,44.9,319.907,332.705
6921,52.67,5.1,35.0,Equal Weight,Male,Public,Marmara,Home,Literature,Foundation University,Lawyer,10,31.6,260.689,277.207
6922,95.42,7.1,47.9,Numerical,Female,Private,Marmara,Mixed,Physics,METU (State),Physicist,2,57.3,358.063,381.807
6923,53.21,5.9,34.9,Equal Weight,Male,Private,Marmara,Home,Literature,METU (State),Doctor,7,31.9,283.718,279.145
6924,77.02,7.6,44.6,Verbal,Male,Public,Mediterranean,Home,Geography,State University,Lawyer,3,46.2,317.486,329.342
6925,65.83,7.2,49.9,Verbal,Male,Public,Southeastern Anatolia,Home,Literature,State University,Journalist,10,39.5,274.074,296.633
6926,78.67,5.4,36.0,Verbal,Female,Private,Central Anatolia,Cram School,Literature,Koc University (Foundation),Lawyer,6,47.2,331.498,340.456
6927,57.17,2.6,11.1,Verbal,Male,Public,Marmara,Home,Geography,Foundation University,Journalist,5,34.3,235.132,282.594
6928,91.76,7.5,37.3,Equal Weight,Female,Public,Aegean,Home,Biology,METU (State),Journalist,1,55.1,345.579,375.142
6929,65.6,3.5,17.4,Numerical,Male,Public,Eastern Anatolia,Home,Mathematics,Foundation University,Software Developer,10,39.4,255.02,279.083
6930,98.0,8.6,58.9,Numerical,Male,Private,Marmara,Home,Physics,Hacettepe University (State),Software Developer,4,58.8,398.433,421.515
6931,72.93,4.5,25.6,Equal Weight,Female,Public,Southeastern Anatolia,Mixed,Geography,State University,Psychologist,8,43.8,268.977,299.511
6932,96.31,7.2,49.7,Verbal,Male,Private,Marmara,Home,Literature,ITU (State),Psychologist,5,57.8,373.039,415.281
6933,71.12,3.9,26.1,Foreign Language,Female,Private,Marmara,Mixed,German,Foundation University,Writer,10,42.7,288.001,334.551
6934,65.67,3.3,18.5,Equal Weight,Male,Public,Marmara,Library,Mathematics,Bilkent University (Foundation),Psychologist,10,39.4,240.907,300.431
6935,66.15,5.6,37.8,Verbal,Male,Public,Central Anatolia,Home,Geography,State University,Lawyer,10,39.7,284.316,303.813
6936,83.28,6.0,41.7,Verbal,Female,Public,Marmara,Home,Literature,State University,Psychologist,2,50.0,345.925,355.859
6937,64.9,5.4,26.9,Numerical,Male,Public,Southeastern Anatolia,Home,Chemistry,Foundation University,Software Developer,3,38.9,278.676,318.089
6938,57.22,3.1,17.2,Verbal,Female,Private,Central Anatolia,Library,Geography,State University,Social Worker,0,34.3,267.606,310.21
6939,65.64,6.2,35.8,Foreign Language,Female,Private,Central Anatolia,Home,English,Sabanci University (Foundation),Teacher,2,39.4,315.757,367.436
6940,66.12,4.3,21.1,Verbal,Male,Private,Eastern Anatolia,Home,Literature,State University,Social Worker,9,39.7,269.213,275.852
6941,79.5,5.0,28.5,Numerical,Male,Private,Southeastern Anatolia,Home,Physics,Foundation University,Data Analyst,9,47.7,339.55,307.183
6942,50.12,2.2,13.1,Verbal,Male,Private,Central Anatolia,Mixed,Literature,Koc University (Foundation),Journalist,3,30.1,241.681,256.035
6943,50.2,5.0,33.8,Numerical,Female,Private,Black Sea,Home,Physics,Foundation University,Physicist,2,30.1,259.694,305.699
6944,51.16,5.6,39.1,Foreign Language,Male,Public,Eastern Anatolia,Home,French,Foundation University,Translator,10,30.7,218.194,236.344
6945,66.15,6.5,37.2,Equal Weight,Male,Private,Aegean,Home,Mathematics,Foundation University,Lawyer,11,39.7,296.065,321.553
6946,56.06,5.5,36.7,Verbal,Female,Private,Black Sea,Cram School,Geography,Bilkent University (Foundation),Teacher,9,33.6,241.454,279.935
6947,66.85,6.9,40.1,Equal Weight,Female,Public,Marmara,Mixed,Literature,ITU (State),Software Developer,10,40.1,293.079,307.133
6948,60.84,6.7,39.0,Verbal,Male,Private,Eastern Anatolia,Home,History,State University,Journalist,9,36.5,286.175,311.191
6949,52.35,5.6,27.6,Equal Weight,Male,Public,Aegean,Mixed,Geography,State University,Doctor,6,31.4,251.136,272.831
6950,80.93,4.5,21.4,Verbal,Female,Private,Mediterranean,Home,Geography,Bogazici University (State),Journalist,4,48.6,317.846,337.197
6951,60.87,3.2,18.0,Numerical,Male,Private,Eastern Anatolia,Home,Chemistry,State University,Doctor,2,36.5,296.641,291.248
6952,62.44,4.1,28.5,Equal Weight,Female,Public,Mediterranean,Library,History,Bogazici University (State),Journalist,7,37.5,237.732,290.741
6953,93.34,5.7,32.5,Verbal,Male,Public,Aegean,Home,Mathematics,ITU (State),Lawyer,4,56.0,357.912,323.19
6954,94.11,8.9,52.6,Verbal,Female,Private,Central Anatolia,Home,Geography,Foundation University,Teacher,3,56.5,361.556,410.297
6955,55.43,2.9,13.7,Verbal,Male,Public,Marmara,Library,Literature,Foundation University,Social Worker,0,33.3,249.125,291.087
6956,51.26,3.8,17.8,Numerical,Male,Private,Black Sea,Mixed,Literature,Foundation University,Software Developer,4,30.8,258.571,241.049
6957,69.34,6.3,31.1,Numerical,Male,Public,Central Anatolia,Home,Mathematics,Sabanci University (Foundation),Data Analyst,1,41.6,330.89,345.476
6958,85.0,6.0,29.4,Numerical,Male,Public,Eastern Anatolia,Mixed,Physics,ITU (State),Doctor,3,51.0,327.478,378.753
6959,61.39,4.3,25.3,Foreign Language,Male,Private,Eastern Anatolia,Home,English,Ankara University (State),Translator,2,36.8,269.047,317.635
6960,98.06,6.1,40.9,Foreign Language,Male,Private,Central Anatolia,Library,English,Bogazici University (State),Translator,8,58.8,359.796,383.418
6961,73.17,4.7,26.7,Equal Weight,Male,Public,Southeastern Anatolia,Library,History,Foundation University,Social Worker,2,43.9,324.943,328.702
6962,63.04,4.0,26.6,Equal Weight,Female,Public,Marmara,Home,History,State University,Software Developer,6,37.8,278.139,314.13
6963,83.36,6.4,43.0,Verbal,Female,Private,Eastern Anatolia,Home,Geography,Foundation University,Teacher,3,50.0,343.06,377.491
6964,96.97,8.8,42.7,Equal Weight,Female,Public,Marmara,Library,Literature,Hacettepe University (State),Teacher,9,58.2,370.776,354.644
6965,54.32,5.5,31.2,Verbal,Female,Public,Marmara,Library,Mathematics,State University,Journalist,1,32.6,293.883,255.841
6966,63.0,4.0,22.1,Equal Weight,Female,Private,Eastern Anatolia,Cram School,Literature,Foundation University,Social Worker,5,37.8,281.813,297.331
6967,96.26,5.9,29.3,Equal Weight,Male,Public,Central Anatolia,Mixed,Geography,Bogazici University (State),Journalist,10,57.8,333.453,345.584
6968,91.87,8.8,52.6,Numerical,Female,Public,Central Anatolia,Mixed,Physics,Foundation University,Doctor,7,55.1,345.738,379.133
6969,80.77,6.1,36.0,Equal Weight,Female,Private,Black Sea,Cram School,Geography,State University,Software Developer,8,48.5,315.079,325.714
6970,88.95,5.4,37.1,Verbal,Male,Private,Marmara,Home,Literature,State University,Psychologist,6,53.4,366.185,376.837
6971,58.31,6.3,30.5,Numerical,Female,Public,Aegean,Library,Mathematics,Foundation University,Doctor,2,35.0,254.675,297.404
6972,93.86,5.6,27.6,Numerical,Male,Private,Aegean,Mixed,Mathematics,Koc University (Foundation),Engineer,7,56.3,356.029,363.675
6973,90.53,6.2,29.8,Verbal,Female,Public,Aegean,Mixed,History,ITU (State),Teacher,6,54.3,322.872,355.883
6974,85.17,7.9,46.0,Equal Weight,Female,Public,Black Sea,Mixed,History,State University,Psychologist,8,51.1,335.586,336.45
6975,51.69,3.7,20.5,Equal Weight,Male,Public,Eastern Anatolia,Home,History,Bogazici University (State),Data Analyst,4,31.0,248.996,269.135
6976,79.71,6.7,45.9,Numerical,Male,Public,Marmara,Home,Biology,Bogazici University (State),Doctor,9,47.8,310.697,349.656
6977,97.08,6.9,40.7,Foreign Language,Female,Private,Southeastern Anatolia,Library,English,Sabanci University (Foundation),Artist,8,58.2,378.503,374.031
6978,66.06,4.2,28.9,Equal Weight,Male,Public,Aegean,Home,Literature,Foundation University,Psychologist,8,39.6,287.058,293.973
6979,75.19,7.5,51.5,Equal Weight,Female,Public,Central Anatolia,Cram School,History,Hacettepe University (State),Social Worker,6,45.1,332.523,341.072
6980,54.28,2.5,13.1,Verbal,Female,Public,Eastern Anatolia,Home,Literature,ITU (State),Psychologist,4,32.6,233.338,274.289
6981,85.26,5.3,30.2,Numerical,Male,Private,Marmara,Library,Mathematics,Bogazici University (State),Physicist,9,51.2,357.039,346.213
6982,90.28,8.0,38.4,Verbal,Male,Private,Central Anatolia,Home,History,METU (State),Lawyer,8,54.2,333.469,398.121
6983,60.73,4.2,29.4,Verbal,Male,Private,Black Sea,Mixed,History,Sabanci University (Foundation),Journalist,6,36.4,288.548,294.563
6984,63.85,6.6,31.1,Verbal,Female,Private,Marmara,Library,History,METU (State),Social Worker,9,38.3,296.246,327.602
6985,59.1,5.6,31.8,Numerical,Male,Public,Marmara,Library,Physics,Bilkent University (Foundation),Doctor,8,35.5,280.536,281.771
6986,60.33,4.8,23.7,Equal Weight,Male,Private,Marmara,Mixed,Literature,Foundation University,Psychologist,7,36.2,271.781,297.506
6987,88.6,9.0,43.3,Equal Weight,Male,Public,Marmara,Library,Mathematics,Koc University (Foundation),Software Developer,4,53.2,352.683,362.621
6988,55.82,3.3,19.5,Verbal,Female,Public,Eastern Anatolia,Mixed,Geography,Bilkent University (Foundation),Journalist,7,33.5,233.647,251.987
6989,58.73,4.4,21.6,Numerical,Male,Public,Mediterranean,Mixed,Literature,METU (State),Engineer,4,35.2,290.051,254.752
6990,52.93,5.9,40.4,Foreign Language,Female,Public,Aegean,Home,French,Bogazici University (State),Artist,8,31.8,261.708,293.768
6991,77.33,4.7,31.4,Numerical,Female,Private,Marmara,Library,Mathematics,Sabanci University (Foundation),Software Developer,6,46.4,316.066,352.466
6992,67.1,6.7,39.0,Equal Weight,Female,Public,Black Sea,Home,Mathematics,Foundation University,Data Analyst,8,40.3,281.145,277.93
6993,51.95,4.4,26.0,Foreign Language,Male,Public,Eastern Anatolia,Home,French,Foundation University,Artist,7,31.2,244.351,267.186
6994,50.64,4.9,24.3,Equal Weight,Female,Public,Central Anatolia,Mixed,Mathematics,Foundation University,Data Analyst,10,30.4,215.909,243.659
6995,67.6,5.4,37.3,Equal Weight,Male,Public,Marmara,Home,Physics,ITU (State),Lawyer,5,40.6,292.431,329.127
6996,88.03,7.2,49.5,Equal Weight,Male,Public,Marmara,Library,History,State University,Doctor,1,52.8,346.852,382.498
6997,87.78,5.8,34.7,Equal Weight,Female,Private,Black Sea,Home,Literature,Bilkent University (Foundation),Social Worker,6,52.7,352.781,319.39
6998,54.18,4.9,29.2,Numerical,Female,Public,Black Sea,Home,Physics,Foundation University,Physicist,7,32.5,261.605,288.429
6999,59.12,3.7,21.1,Verbal,Female,Public,Marmara,Home,History,State University,Journalist,3,35.5,251.483,285.138
7000,71.84,6.2,30.5,Numerical,Female,Public,Southeastern Anatolia,Mixed,Physics,Foundation University,Software Developer,6,43.1,308.556,325.468
7001,84.43,8.5,59.3,Verbal,Male,Public,Central Anatolia,Cram School,Geography,METU (State),Lawyer,8,50.7,340.4,359.681
7002,56.51,5.2,25.8,Verbal,Male,Private,Marmara,Cram School,History,Foundation University,Psychologist,4,33.9,274.149,326.783
7003,56.71,3.0,16.9,Foreign Language,Male,Public,Central Anatolia,Mixed,Mathematics,Bogazici University (State),Artist,4,34.0,264.297,262.102
7004,59.94,4.2,24.7,Numerical,Female,Private,Marmara,Mixed,Chemistry,Foundation University,Software Developer,9,36.0,299.729,310.596
7005,51.18,2.4,10.3,Verbal,Male,Private,Black Sea,Home,Mathematics,State University,Social Worker,8,30.7,231.197,243.846
7006,61.83,4.4,21.2,Numerical,Male,Public,Mediterranean,Home,Physics,Sabanci University (Foundation),Engineer,9,37.1,247.049,306.114
7007,90.41,7.3,43.5,Numerical,Male,Public,Central Anatolia,Library,Biology,ITU (State),Software Developer,9,54.2,342.116,353.14
7008,69.92,5.3,25.1,Verbal,Male,Public,Eastern Anatolia,Library,Geography,Foundation University,Teacher,3,42.0,297.19,334.959
7009,86.61,7.9,53.7,Numerical,Female,Private,Mediterranean,Library,Biology,Bilkent University (Foundation),Physicist,6,52.0,382.9,375.255
7010,60.44,5.5,37.7,Verbal,Male,Private,Mediterranean,Mixed,Literature,ITU (State),Teacher,0,36.3,286.368,334.155
7011,58.44,3.1,17.2,Numerical,Male,Public,Southeastern Anatolia,Mixed,Chemistry,Bilkent University (Foundation),Engineer,8,35.1,273.547,268.518
7012,55.93,3.9,22.4,Numerical,Male,Public,Aegean,Home,Chemistry,Foundation University,Physicist,8,33.6,248.421,290.899
7013,56.87,3.0,13.6,Foreign Language,Male,Private,Marmara,Home,German,State University,Artist,3,34.1,260.04,281.255
7014,61.44,3.9,22.1,Equal Weight,Male,Public,Southeastern Anatolia,Home,Literature,Sabanci University (Foundation),Teacher,10,36.9,261.42,288.252
7015,65.64,3.6,16.7,Equal Weight,Male,Public,Eastern Anatolia,Home,Physics,Foundation University,Software Developer,7,39.4,265.552,281.294
7016,97.28,9.6,65.7,Verbal,Female,Private,Southeastern Anatolia,Library,Geography,Koc University (Foundation),Journalist,3,58.4,402.401,417.89
7017,85.75,5.7,28.3,Numerical,Male,Private,Central Anatolia,Library,Biology,METU (State),Physicist,1,51.4,340.567,395.728
7018,87.24,7.1,48.3,Numerical,Male,Public,Eastern Anatolia,Home,Physics,Sabanci University (Foundation),Engineer,6,52.3,344.863,367.068
7019,91.37,8.9,61.3,Numerical,Male,Private,Eastern Anatolia,Library,Mathematics,Ankara University (State),Engineer,3,54.8,370.018,411.427
7020,66.29,7.0,47.7,Equal Weight,Male,Private,Eastern Anatolia,Mixed,Mathematics,Foundation University,Journalist,8,39.8,292.223,304.362
7021,71.97,7.0,33.6,Foreign Language,Female,Public,Marmara,Home,English,Sabanci University (Foundation),Translator,8,43.2,298.641,339.166
7022,52.11,3.3,18.8,Equal Weight,Female,Public,Marmara,Mixed,Geography,Foundation University,Lawyer,6,31.3,261.856,249.484
7023,81.31,7.0,48.4,Equal Weight,Male,Public,Aegean,Home,Physics,State University,Teacher,1,48.8,335.412,363.6
7024,80.43,6.6,38.7,Equal Weight,Female,Private,Central Anatolia,Mixed,Geography,Foundation University,Data Analyst,5,48.3,322.253,353.124
7025,85.3,5.3,25.8,Verbal,Male,Public,Marmara,Home,Physics,Foundation University,Teacher,1,51.2,329.883,337.649
7026,74.5,5.3,31.8,Verbal,Male,Public,Central Anatolia,Mixed,History,Foundation University,Lawyer,1,44.7,275.771,325.646
7027,93.83,9.3,54.8,Equal Weight,Female,Private,Marmara,Home,Physics,Foundation University,Doctor,5,56.3,379.971,397.404
7028,76.99,7.2,35.8,Numerical,Male,Public,Marmara,Mixed,Chemistry,METU (State),Data Analyst,2,46.2,327.644,329.981
7029,94.67,7.7,52.3,Foreign Language,Female,Public,Eastern Anatolia,Cram School,German,Bilkent University (Foundation),Translator,7,56.8,338.518,365.778
7030,51.77,4.7,27.5,Numerical,Male,Public,Central Anatolia,Cram School,Chemistry,State University,Physicist,5,31.1,250.763,295.243
7031,70.39,3.8,25.8,Foreign Language,Female,Private,Black Sea,Home,English,State University,Teacher,9,42.2,305.61,295.315
7032,79.07,6.0,41.1,Numerical,Female,Private,Aegean,Mixed,Physics,Bogazici University (State),Physicist,4,47.4,348.491,367.858
7033,98.9,7.3,42.0,Equal Weight,Female,Public,Southeastern Anatolia,Mixed,Physics,METU (State),Lawyer,9,59.3,364.179,395.014
7034,69.79,5.3,26.0,Equal Weight,Female,Public,Central Anatolia,Library,Geography,Bilkent University (Foundation),Social Worker,6,41.9,306.171,312.09
7035,53.67,6.2,29.0,Equal Weight,Male,Public,Southeastern Anatolia,Home,Mathematics,Foundation University,Journalist,4,32.2,269.928,267.775
7036,61.49,4.5,26.7,Numerical,Female,Public,Central Anatolia,Mixed,Mathematics,Foundation University,Physicist,3,36.9,299.476,318.443
7037,55.59,6.0,28.6,Verbal,Male,Private,Marmara,Home,Literature,Foundation University,Teacher,10,33.4,284.167,300.269
7038,92.68,9.3,63.4,Numerical,Female,Public,Black Sea,Cram School,Physics,State University,Data Analyst,10,55.6,349.755,402.036
7039,99.84,10.0,59.4,Verbal,Female,Private,Mediterranean,Library,History,ITU (State),Journalist,9,59.9,394.448,420.085
7040,55.79,4.6,25.6,Verbal,Male,Public,Marmara,Home,History,State University,Journalist,9,33.5,257.296,248.419
7041,84.51,7.7,44.7,Verbal,Female,Private,Marmara,Cram School,Geography,Koc University (Foundation),Lawyer,9,50.7,363.877,377.786
7042,52.64,3.7,17.4,Verbal,Female,Public,Marmara,Home,Geography,Koc University (Foundation),Lawyer,1,31.6,251.417,287.357
7043,92.47,8.2,57.0,Foreign Language,Male,Private,Marmara,Mixed,English,Bilkent University (Foundation),Teacher,4,55.5,383.025,414.653
7044,96.85,8.6,42.5,Equal Weight,Female,Private,Central Anatolia,Library,Mathematics,State University,Engineer,3,58.1,371.253,406.242
7045,61.83,5.7,39.2,Verbal,Male,Public,Mediterranean,Home,History,State University,Psychologist,8,37.1,288.262,320.472
7046,59.67,4.9,33.5,Verbal,Male,Public,Mediterranean,Home,History,State University,Social Worker,6,35.8,264.562,315.179
7047,97.17,7.9,39.4,Foreign Language,Male,Private,Marmara,Library,French,Foundation University,Artist,1,58.3,389.055,415.566
7048,55.85,3.5,19.5,Verbal,Male,Public,Central Anatolia,Library,History,Foundation University,Psychologist,5,33.5,229.047,269.389
7049,69.75,4.7,31.4,Numerical,Male,Private,Marmara,Home,Mathematics,Bilkent University (Foundation),Software Developer,8,41.8,290.021,309.203
7050,67.23,7.3,50.6,Numerical,Female,Public,Marmara,Mixed,Biology,Sabanci University (Foundation),Doctor,9,40.3,299.05,315.753
7051,55.79,2.6,15.2,Foreign Language,Male,Private,Central Anatolia,Library,German,ITU (State),Writer,4,33.5,250.964,299.083
7052,88.96,8.5,49.6,Equal Weight,Male,Private,Southeastern Anatolia,Library,Physics,Bilkent University (Foundation),Physicist,10,53.4,338.825,345.118
7053,68.7,7.3,49.8,Equal Weight,Female,Private,Southeastern Anatolia,Home,History,ITU (State),Lawyer,7,41.2,307.259,325.634
7054,74.48,7.8,54.0,Equal Weight,Female,Private,Aegean,Home,Literature,Hacettepe University (State),Journalist,2,44.7,348.439,366.839
7055,90.89,6.5,38.5,Foreign Language,Female,Private,Marmara,Library,English,Bogazici University (State),Writer,1,54.5,382.437,402.474
7056,96.81,9.2,44.8,Equal Weight,Female,Private,Mediterranean,Library,Geography,Foundation University,Psychologist,4,58.1,368.974,407.356
7057,98.13,5.9,33.4,Equal Weight,Male,Public,Marmara,Home,Mathematics,Hacettepe University (State),Social Worker,1,58.9,394.192,389.572
7058,87.78,8.0,47.2,Numerical,Male,Public,Aegean,Cram School,Physics,Hacettepe University (State),Software Developer,8,52.7,359.47,363.253
7059,82.89,5.4,35.9,Equal Weight,Male,Public,Marmara,Library,History,Foundation University,Lawyer,9,49.7,307.499,341.639
7060,89.38,8.6,42.7,Verbal,Male,Private,Marmara,Mixed,Literature,Foundation University,Psychologist,9,53.6,341.589,389.275
7061,91.88,5.6,38.8,Numerical,Male,Public,Eastern Anatolia,Mixed,Biology,Hacettepe University (State),Data Analyst,5,55.1,364.652,356.007
7062,55.27,2.4,16.2,Numerical,Female,Public,Black Sea,Home,Literature,Foundation University,Doctor,8,33.2,267.461,236.738
7063,65.49,3.4,16.0,Verbal,Male,Public,Marmara,Home,Geography,State University,Teacher,5,39.3,271.817,311.158
7064,67.7,5.9,34.6,Numerical,Female,Private,Central Anatolia,Home,Biology,Foundation University,Physicist,8,40.6,289.364,326.259
7065,64.56,6.7,46.7,Equal Weight,Male,Private,Central Anatolia,Home,Geography,State University,Doctor,4,38.7,276.568,341.627
7066,58.54,5.1,35.7,Foreign Language,Male,Public,Central Anatolia,Home,English,METU (State),Translator,9,35.1,300.259,260.447
7067,78.52,6.8,33.2,Foreign Language,Female,Public,Aegean,Home,German,Koc University (Foundation),Writer,1,47.1,323.465,359.117
7068,57.66,4.3,20.3,Numerical,Male,Public,Marmara,Mixed,Mathematics,Koc University (Foundation),Data Analyst,5,34.6,258.593,304.595
7069,84.53,5.0,33.6,Equal Weight,Female,Public,Marmara,Cram School,History,ITU (State),Engineer,7,50.7,339.378,347.026
7070,58.37,3.0,14.3,Numerical,Male,Public,Central Anatolia,Mixed,Literature,METU (State),Data Analyst,5,35.0,266.39,226.848
7071,59.28,4.7,23.5,Verbal,Male,Public,Marmara,Library,History,METU (State),Lawyer,3,35.6,276.534,312.423
7072,59.97,4.1,27.6,Numerical,Female,Private,Central Anatolia,Library,Chemistry,State University,Data Analyst,6,36.0,287.636,298.494
7073,71.82,6.9,48.2,Numerical,Female,Public,Central Anatolia,Home,Physics,Foundation University,Data Analyst,4,43.1,340.372,330.43
7074,51.08,3.2,18.0,Equal Weight,Male,Public,Marmara,Home,Biology,ITU (State),Data Analyst,7,30.6,239.041,263.967
7075,93.33,7.1,34.1,Numerical,Male,Public,Marmara,Cram School,Mathematics,Koc University (Foundation),Software Developer,9,56.0,315.998,361.684
7076,99.94,9.5,46.5,Verbal,Female,Private,Marmara,Home,Literature,Sabanci University (Foundation),Journalist,10,60.0,376.543,419.788
7077,58.78,6.4,31.1,Verbal,Female,Private,Aegean,Home,Literature,Foundation University,Social Worker,2,35.3,289.585,320.6
7078,99.44,8.7,50.6,Equal Weight,Female,Private,Aegean,Mixed,Mathematics,Koc University (Foundation),Software Developer,6,59.7,371.39,387.139
7079,82.29,7.6,36.1,Numerical,Female,Public,Marmara,Home,Chemistry,State University,Data Analyst,2,49.4,328.211,365.304
7080,73.77,5.2,24.0,Numerical,Female,Private,Marmara,Home,Physics,METU (State),Data Analyst,11,44.3,291.14,313.823
7081,51.21,2.4,11.4,Equal Weight,Male,Public,Aegean,Home,Geography,Bogazici University (State),Social Worker,10,30.7,210.45,233.511
7082,89.13,6.7,45.1,Equal Weight,Female,Public,Marmara,Home,Geography,State University,Data Analyst,10,53.5,347.18,340.402
7083,72.71,5.7,32.3,Verbal,Female,Public,Eastern Anatolia,Home,History,Foundation University,Teacher,8,43.6,293.863,299.946
7084,79.34,7.6,36.8,Equal Weight,Male,Public,Central Anatolia,Cram School,Literature,State University,Doctor,5,47.6,333.708,335.224
7085,58.86,3.1,19.9,Numerical,Male,Public,Central Anatolia,Home,Physics,Foundation University,Physicist,8,35.3,265.094,276.16
7086,95.63,6.1,35.3,Equal Weight,Male,Private,Central Anatolia,Mixed,Literature,Koc University (Foundation),Software Developer,7,57.4,355.318,365.546
7087,78.94,7.6,51.8,Verbal,Male,Private,Mediterranean,Home,Literature,State University,Journalist,5,47.4,327.673,378.343
7088,63.24,6.6,31.5,Equal Weight,Male,Public,Marmara,Library,Biology,State University,Lawyer,2,37.9,331.612,314.699
7089,75.1,6.9,34.0,Equal Weight,Female,Private,Black Sea,Library,Geography,Foundation University,Psychologist,8,45.1,291.808,340.958
7090,59.92,3.9,21.8,Equal Weight,Female,Private,Aegean,Home,Geography,State University,Lawyer,6,36.0,277.983,316.127
7091,84.18,5.7,28.3,Equal Weight,Male,Public,Central Anatolia,Library,History,Sabanci University (Foundation),Lawyer,10,50.5,350.496,330.606
